GISJOIN,YEAR,REGION,REGIONA,DIVISION,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUB,COUSUBA,PLACE,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHH,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSA,CBSAA,CSA,CSAA,METDIV,METDIVA,NECTA,NECTAA,CNECTA,CNECTAA,NECTADIV,NECTADIVA,UA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELM,SDELMA,SDSEC,SDSECA,SDUNI,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,UEPE001,UEQE001,UEQE002,UEQE003,UEQE004,UEQE005,UEQE006,UEQE007,UEQE008,UEQE009,UEQE010,UEZE001,UEZE002,UEZE003,UGSE001,UGSE002,UGSE003,UGSE004,UGSE005,UGSE006,UGSE007,UGSE008,UGSE009,UGSE010,UGSE011,UGSE012,UGSE013,UGSE014,UGSE015,UGSE016,UGSE017,UGSE018,UGSE019,UGSE020,UGSE021,UGSE022,UGSE023,UGSE024,UGSE025,UG7E001,UG7E002,UG7E003,UG7E004,UG7E005,UG7E006,UG7E007,UG7E008,UILE001,UJAE001,UJ8E001,UJ8E002,UJ8E003,UJ8E004,UJ8E005,UJ8E006,UJ8E007,NAME_M,UEPM001,UEQM001,UEQM002,UEQM003,UEQM004,UEQM005,UEQM006,UEQM007,UEQM008,UEQM009,UEQM010,UEZM001,UEZM002,UEZM003,UGSM001,UGSM002,UGSM003,UGSM004,UGSM005,UGSM006,UGSM007,UGSM008,UGSM009,UGSM010,UGSM011,UGSM012,UGSM013,UGSM014,UGSM015,UGSM016,UGSM017,UGSM018,UGSM019,UGSM020,UGSM021,UGSM022,UGSM023,UGSM024,UGSM025,UG7M001,UG7M002,UG7M003,UG7M004,UG7M005,UG7M006,UG7M007,UG7M008,UILM001,UJAM001,UJ8M001,UJ8M002,UJ8M003,UJ8M004,UJ8M005,UJ8M006,UJ8M007
"G3400350","2009-2013",,,,,"New Jersey","34","Somerset County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Somerset County, New Jersey",326207,326207,227782,29128,624,48079,44,13944,6606,1163,5443,326207,282784,43423,223940,1938,23,48,33,50,190,439,414,1606,561,1748,1201,2316,2088,2531,46040,3295,8848,23270,12776,63717,36194,8090,6524,322711,6752,9366,6062,6458,10885,4339,278849,0.4496,47803,256051,178036,177998,165266,12732,38,78015,"Somerset County, New Jersey",0,0,1415,570,231,604,55,1446,867,353,780,0,0,0,68,314,37,67,36,41,109,207,153,379,162,368,229,388,405,347,1418,358,534,1155,743,1527,1206,540,594,509,886,1332,1171,854,1361,730,2306,0.0062,808,391,1278,1276,1289,719,49,1267
"G3400370","2009-2013",,,,,"New Jersey","34","Sussex County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sussex County, New Jersey",147924,147924,138451,3011,214,2623,24,1498,2103,455,1648,147924,138047,9877,102089,539,11,0,54,0,154,47,57,230,110,826,773,1563,1357,985,29459,2406,7030,14805,8602,22301,8106,1767,907,146338,3256,5019,2711,3235,4714,2329,125074,0.3920,37949,118244,83623,83557,75891,7666,66,34621,"Sussex County, New Jersey",0,0,523,208,109,197,24,489,291,192,245,0,0,0,151,166,15,28,80,28,122,38,44,103,65,220,147,260,219,187,977,297,478,774,595,825,493,277,170,220,608,789,527,598,702,509,1470,0.0078,695,245,809,809,922,540,48,843
"G3400390","2009-2013",,,,,"New Jersey","34","Union County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, New Jersey",540568,540568,316214,116642,889,25400,350,71790,9283,2779,6504,540568,388667,151901,362624,5795,89,25,755,772,1992,2524,2645,7231,2108,5625,5223,5636,6180,6580,101813,7256,15024,49170,20912,70764,31198,8290,5017,533443,26667,30924,20418,18414,31833,12468,392719,0.4870,35089,423674,292414,292340,260121,32219,74,131260,"Union County, New Jersey",0,0,2903,1442,261,568,277,3327,986,597,844,0,0,0,41,586,69,30,215,206,326,414,407,765,359,586,556,526,524,606,2347,700,1022,1729,1085,1606,1125,572,545,609,1878,2136,1906,1867,2557,1552,4367,0.0063,442,483,1776,1777,1955,1425,63,1684
"G3400410","2009-2013",,,,,"New Jersey","34","Warren County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, New Jersey",108150,108150,97223,4136,166,2679,0,2251,1695,315,1380,108150,100135,8015,74392,535,0,7,44,5,29,106,143,413,213,1082,872,1735,1338,1170,23727,2351,4169,8826,5594,14790,5692,880,671,106424,3145,5127,2985,2971,4502,1908,85786,0.4066,33555,86392,58384,58334,52892,5442,50,28008,"Warren County, New Jersey",0,0,549,150,94,170,28,494,363,190,277,0,0,0,107,124,28,11,58,9,23,64,99,220,149,183,229,278,258,253,1005,327,363,611,425,653,463,190,177,249,603,986,507,575,652,452,1210,0.0079,670,197,879,879,867,472,49,893
"G3500010","2009-2013",,,,,"New Mexico","35","Bernalillo County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bernalillo County, New Mexico",667092,667092,474615,19208,29538,15657,598,101636,25840,8964,16876,667092,345740,321352,441184,5525,11,83,228,420,1223,1139,1589,7042,2385,5208,7106,6817,8954,7716,87217,17530,25557,81215,32724,78285,43091,10208,9911,658467,52221,66065,36818,33837,44264,16124,409138,0.4624,26814,526665,341515,339217,310525,28692,2298,185150,"Bernalillo County, New Mexico",0,0,4203,719,822,600,182,3984,1874,1028,1493,0,0,0,91,600,18,71,116,191,308,273,335,774,465,570,824,708,733,698,2107,1038,887,2028,1512,1734,1421,709,696,1660,3118,3593,2369,2634,3111,1759,4727,0.0056,275,525,2336,2329,2363,1233,277,2435
"G3500030","2009-2013",,,,,"New Mexico","35","Catron County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Catron County, New Mexico",3683,3683,3454,22,102,0,0,58,47,39,8,3683,2921,762,3039,0,0,0,0,0,5,13,3,0,0,70,30,39,110,93,786,185,186,782,175,366,150,0,46,3615,331,381,105,245,426,99,2028,0.3989,20616,3274,1340,1340,1181,159,0,1934,"Catron County, New Mexico",0,0,84,42,75,12,12,61,41,39,10,0,200,200,154,12,12,12,12,12,8,21,5,12,12,53,37,45,69,70,214,143,76,196,95,118,78,12,41,66,138,180,60,157,183,76,291,0.0402,2541,128,225,225,209,116,12,242
"G3500050","2009-2013",,,,,"New Mexico","35","Chaves County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chaves County, New Mexico",65627,65627,52496,1083,958,640,39,8287,2124,855,1269,65627,30965,34662,40677,791,0,5,40,202,627,140,310,1460,424,674,1014,1464,1283,621,8506,2387,3019,7174,3067,4885,2083,303,198,63698,4439,9149,4933,4031,4987,2730,33429,0.4405,19492,49335,29165,29085,27031,2054,80,20170,"Chaves County, New Mexico",0,0,1068,164,326,185,37,1093,481,308,404,0,0,0,131,199,28,7,46,121,191,62,120,358,136,184,202,282,252,174,605,381,348,486,416,428,357,96,93,602,946,1353,922,854,835,639,1466,0.0183,821,203,768,760,709,292,72,772
"G3500060","2009-2013",,,,,"New Mexico","35","Cibola County","006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cibola County, New Mexico",27296,27296,12497,169,11110,45,33,2571,871,252,619,27296,17208,10088,18023,199,0,0,4,67,83,56,40,266,96,597,458,675,846,235,6016,1012,1197,2883,1411,1183,556,89,54,25310,3007,3970,1483,1677,2446,871,11856,0.4314,16129,21156,11418,11418,9437,1981,0,9738,"Cibola County, New Mexico",0,0,644,92,196,40,32,594,270,136,190,0,0,0,150,92,22,22,7,58,63,38,40,112,66,163,132,175,197,82,481,240,214,320,208,242,172,61,52,390,503,573,353,513,557,280,974,0.0205,805,144,540,540,524,316,22,565
"G3500070","2009-2013",,,,,"New Mexico","35","Colfax County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colfax County, New Mexico",13485,13485,11247,53,340,116,0,1494,235,82,153,13485,7044,6441,9820,85,0,0,0,9,52,3,3,66,77,141,159,296,207,218,2939,363,679,1963,617,1291,451,145,56,13005,781,1522,829,1020,1668,226,6959,0.4411,21387,11173,5895,5895,5491,404,0,5278,"Colfax County, New Mexico",0,0,363,32,174,100,19,355,108,50,103,0,0,0,80,60,19,19,19,18,39,8,4,73,52,82,69,110,70,86,293,94,164,267,140,208,103,64,33,170,267,346,216,331,434,143,593,0.0244,1217,72,311,311,309,146,19,326
"G3500090","2009-2013",,,,,"New Mexico","35","Curry County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Curry County, New Mexico",49302,49302,35363,3224,686,630,62,7872,1465,528,937,49302,29791,19511,29760,385,3,0,2,9,243,127,62,652,351,443,708,758,1229,527,5534,1565,1845,6351,2887,3674,2149,179,77,48037,4440,4616,3769,3371,3376,1380,27085,0.4551,21259,36845,24341,22611,20840,1771,1730,12504,"Curry County, New Mexico",0,0,871,260,218,91,62,933,314,179,246,0,0,0,159,155,6,28,5,12,111,74,39,269,146,146,199,199,244,148,399,274,286,537,310,415,343,79,52,239,642,766,759,620,637,630,1179,0.0197,939,171,572,613,612,323,283,590
"G3500110","2009-2013",,,,,"New Mexico","35","De Baca County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"De Baca County, New Mexico",1975,1975,1577,0,0,0,0,330,68,0,68,1975,1162,813,1345,12,0,0,4,0,14,0,0,10,31,67,56,32,31,3,367,78,21,300,78,161,68,12,0,1952,35,423,172,86,214,26,996,0.4801,24879,1557,713,713,667,46,0,844,"De Baca County, New Mexico",105,105,177,12,12,12,12,135,74,12,74,105,201,187,133,15,12,12,6,12,13,12,12,12,22,52,30,25,24,9,98,39,16,97,40,58,41,18,12,104,28,152,82,51,88,19,185,0.0404,7097,123,100,100,99,31,12,145
"G3500130","2009-2013",,,,,"New Mexico","35","Doña Ana County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Doña Ana County, New Mexico",211175,211175,188621,3306,2452,2378,19,10485,3914,1533,2381,211175,71803,139372,126073,2953,24,44,355,762,1218,1116,959,6981,967,1780,3554,2759,3507,1326,22649,5110,7252,20562,8608,19922,9690,1882,2093,205840,22406,33212,14293,14891,19088,5191,96759,0.4755,19565,161456,100055,98968,86666,12302,1087,61401,"Doña Ana County, New Mexico",0,0,1331,220,329,176,18,1180,589,372,448,0,0,0,244,405,27,44,172,239,263,255,234,637,252,301,481,415,497,274,1007,634,683,1064,736,970,644,377,359,526,2130,2760,1544,1874,2096,929,2925,0.0100,466,359,1223,1307,1416,964,323,1242
"G3500150","2009-2013",,,,,"New Mexico","35","Eddy County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eddy County, New Mexico",54284,54284,47119,628,710,322,179,4090,1236,532,704,54284,30022,24262,35259,725,3,0,17,32,230,182,148,337,217,657,643,1483,1418,648,9206,1985,3183,5430,2833,3506,2041,212,123,53645,2888,3805,3321,2912,5753,1168,33798,0.5021,28438,41554,26671,26648,24410,2238,23,14883,"Eddy County, New Mexico",0,0,852,208,305,126,201,759,352,212,261,0,0,0,89,199,8,28,22,29,109,97,92,104,94,210,169,299,344,169,686,312,432,477,396,407,338,107,83,183,570,807,839,717,828,474,1319,0.0492,2932,210,546,545,619,378,30,554
"G3500170","2009-2013",,,,,"New Mexico","35","Grant County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, New Mexico",29471,29471,23971,154,582,129,1,3905,729,214,515,29471,15138,14333,20670,203,0,0,0,0,58,108,151,224,63,639,389,620,676,237,4729,1047,1215,3771,1534,2520,1775,286,425,28849,2674,3167,1880,1574,1908,1075,16571,0.4683,22755,23852,12285,12275,10990,1285,10,11567,"Grant County, New Mexico",0,0,638,108,223,42,5,595,226,168,148,0,0,0,162,101,22,22,22,22,39,106,78,118,37,138,129,183,290,76,422,238,245,439,310,323,277,136,177,174,689,597,563,510,434,387,771,0.0295,1610,179,487,490,512,246,19,499
"G3500190","2009-2013",,,,,"New Mexico","35","Guadalupe County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Guadalupe County, New Mexico",4626,4626,3701,79,92,1,10,633,110,55,55,4626,1069,3557,3209,60,0,0,0,0,19,5,0,28,20,59,134,177,106,52,1193,199,175,485,134,201,162,0,0,3963,308,384,376,300,522,151,1922,0.4351,14198,3615,1362,1362,1299,63,0,2253,"Guadalupe County, New Mexico",0,0,220,44,48,2,19,174,65,44,46,0,198,198,209,66,12,12,12,12,17,11,12,25,23,35,74,99,56,51,202,87,82,142,63,74,84,12,12,225,156,178,254,171,221,108,312,0.0441,2052,205,198,198,194,44,12,253
"G3500210","2009-2013",,,,,"New Mexico","35","Harding County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harding County, New Mexico",687,687,620,0,11,2,0,46,8,1,7,687,423,264,537,1,0,0,0,0,0,0,0,2,1,9,9,14,13,6,160,28,16,133,30,85,28,2,0,687,33,82,53,23,46,35,415,0.5484,25686,603,303,302,263,39,1,300,"Harding County, New Mexico",105,105,102,12,17,2,12,25,8,2,8,105,89,66,85,2,12,12,12,12,12,12,12,3,2,9,9,7,10,7,49,13,9,47,17,26,16,3,12,105,30,52,29,22,18,33,82,0.1243,8441,97,62,63,58,28,2,65
"G3500230","2009-2013",,,,,"New Mexico","35","Hidalgo County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hidalgo County, New Mexico",4834,4834,4241,35,25,0,0,438,95,27,68,4834,2110,2724,3249,49,0,7,0,0,33,0,9,69,6,118,93,156,85,91,894,183,263,569,166,308,137,13,0,4723,545,603,228,429,306,119,2493,0.4468,18392,3785,2228,2192,1893,299,36,1557,"Hidalgo County, New Mexico",0,0,199,33,28,12,12,184,86,31,82,0,0,0,82,30,12,15,12,12,38,12,13,44,10,55,40,78,45,53,161,124,81,111,62,78,55,14,12,41,223,200,96,174,137,67,342,0.0424,1881,35,145,150,174,86,33,137
"G3500250","2009-2013",,,,,"New Mexico","35","Lea County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lea County, New Mexico",65681,65681,56914,2122,545,176,0,4048,1876,564,1312,65681,31328,34353,39728,1054,0,20,78,136,341,313,288,1757,500,751,1453,1756,2226,736,9342,2137,2932,5662,2954,3338,1653,105,196,63552,4425,5082,2957,3229,5496,2373,39990,0.4329,22484,48357,29783,29749,27256,2493,34,18574,"Lea County, New Mexico",0,0,833,256,150,132,28,756,373,297,285,0,0,0,181,356,28,31,61,76,124,116,127,350,168,157,255,273,322,195,583,311,395,428,382,435,324,60,99,335,1019,914,682,563,1017,720,1796,0.0161,804,200,776,778,800,367,37,777
"G3500270","2009-2013",,,,,"New Mexico","35","Lincoln County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, New Mexico",20359,20359,16958,112,439,5,10,2162,673,235,438,20359,14162,6197,15284,68,0,0,0,3,25,49,63,159,158,99,218,515,547,242,3629,640,728,3376,1165,2340,892,211,157,20162,1539,1418,1242,1986,1752,455,11770,0.4519,25449,16974,9618,9618,8794,824,0,7356,"Lincoln County, New Mexico",0,0,427,111,184,8,15,417,226,151,175,0,0,0,80,58,22,22,22,5,31,49,52,61,96,54,96,213,195,143,438,244,180,421,253,373,236,136,73,57,407,375,355,640,422,219,806,0.0275,2234,94,466,466,511,226,22,473
"G3500280","2009-2013",,,,,"New Mexico","35","Los Alamos County","028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Los Alamos County, New Mexico",17979,17979,15804,68,147,1060,22,421,457,109,348,17979,15216,2763,12734,56,0,0,0,0,0,3,0,28,37,55,58,57,80,11,1221,201,366,1641,847,3291,2293,159,2330,17857,283,503,272,293,532,25,15949,0.3691,51044,14295,9394,9357,8987,370,37,4901,"Los Alamos County, New Mexico",0,0,186,49,65,115,35,180,188,111,158,0,0,0,126,57,19,19,19,19,19,7,19,36,37,45,63,42,50,19,186,81,127,239,188,316,300,67,274,71,138,250,216,168,301,32,452,0.0203,2534,88,319,324,326,125,43,334
"G3500290","2009-2013",,,,,"New Mexico","35","Luna County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Luna County, New Mexico",25001,25001,22620,256,203,80,23,1427,392,112,280,25001,9382,15619,16136,715,0,0,53,305,227,137,107,955,271,507,281,578,695,247,4062,1034,721,2109,908,1218,789,173,44,24666,2597,4726,2260,1693,2471,810,10109,0.4580,16114,19148,10161,10161,8699,1462,0,8987,"Luna County, New Mexico",0,0,461,23,168,62,31,430,122,60,116,0,0,0,141,231,22,22,33,108,108,97,56,268,103,193,102,192,187,110,439,254,173,293,214,262,221,78,43,150,709,746,573,519,651,399,804,0.0249,872,132,432,432,414,257,22,445
"G3500310","2009-2013",,,,,"New Mexico","35","McKinley County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McKinley County, New Mexico",72373,72373,12157,333,53763,561,46,2902,2611,629,1982,72373,62513,9860,41489,1289,6,41,13,186,303,140,408,401,414,1327,896,2745,2462,576,12732,901,1715,7644,2624,2819,1367,312,168,71655,13417,11629,4713,5765,6246,2585,27300,0.4967,12679,52687,25704,25657,22600,3057,47,26983,"McKinley County, New Mexico",0,0,619,144,459,89,31,616,499,325,402,0,0,0,207,220,9,50,14,130,85,42,107,110,122,221,183,361,270,125,603,198,327,613,337,351,258,136,79,184,1375,1143,685,1332,1094,653,1693,0.0116,493,171,739,735,659,383,38,751
"G3500330","2009-2013",,,,,"New Mexico","35","Mora County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mora County, New Mexico",4788,4788,3715,7,101,0,0,880,85,18,67,4788,878,3910,3511,123,0,0,0,1,26,0,4,10,2,140,29,80,100,42,1251,307,194,532,335,132,132,5,66,4788,254,687,724,542,122,578,1881,0.4779,20543,3976,1845,1845,1658,187,0,2131,"Mora County, New Mexico",0,0,387,9,79,12,12,361,85,26,82,0,268,268,229,132,12,12,12,2,40,12,6,10,4,118,37,71,99,41,284,168,104,202,135,80,83,8,69,12,133,218,394,348,97,304,513,0.0460,6130,178,369,369,349,135,12,334
"G3500350","2009-2013",,,,,"New Mexico","35","Otero County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Otero County, New Mexico",64767,64767,50374,2659,4599,889,47,4151,2048,634,1414,64767,42108,22659,41518,683,30,0,62,84,154,200,114,888,239,622,713,862,1140,972,9427,2698,3660,8238,3826,4287,2024,309,286,62293,5568,8015,4368,3963,4601,2556,33222,0.4415,19880,50396,28038,25655,22303,3352,2383,22358,"Otero County, New Mexico",0,0,941,393,252,203,45,842,423,203,371,0,0,0,151,231,51,28,61,83,98,95,67,351,118,184,183,268,229,224,668,391,442,713,424,638,303,103,90,388,1122,1160,913,675,982,693,1643,0.0170,875,186,730,742,853,464,353,755
"G3500370","2009-2013",,,,,"New Mexico","35","Quay County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Quay County, New Mexico",8890,8890,7880,128,166,28,0,411,277,104,173,8890,5075,3815,6187,64,0,0,0,16,0,9,20,26,101,182,145,228,268,85,2022,396,388,1078,340,549,202,32,36,8762,782,1097,601,710,948,402,4222,0.4349,17936,7279,3300,3300,3144,156,0,3979,"Quay County, New Mexico",0,0,230,113,112,45,17,173,123,74,99,0,0,0,147,47,17,17,17,18,17,15,24,24,58,91,82,84,107,52,226,115,82,167,104,94,65,36,22,79,273,290,208,209,311,238,405,0.0265,1126,88,245,245,229,86,17,232
"G3500390","2009-2013",,,,,"New Mexico","35","Rio Arriba County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rio Arriba County, New Mexico",40218,40218,27913,167,6072,70,8,5303,685,350,335,40218,11517,28701,26888,265,0,0,11,42,136,217,185,419,346,817,887,730,1130,397,7054,1125,988,5622,2098,2537,1444,238,200,39833,4153,4273,2256,2142,3353,1597,22059,0.4420,20014,31522,18801,18791,16110,2681,10,12721,"Rio Arriba County, New Mexico",0,0,748,18,162,58,8,709,202,172,111,0,0,0,57,109,25,25,10,24,69,161,87,138,89,189,223,179,194,120,462,217,228,448,265,349,255,129,77,86,662,564,500,366,754,453,1080,0.0142,790,130,514,516,572,372,12,517
"G3500410","2009-2013",,,,,"New Mexico","35","Roosevelt County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Roosevelt County, New Mexico",19984,19984,14647,491,272,202,6,4011,355,119,236,19984,12006,7978,11314,180,0,0,0,50,164,78,108,181,133,116,415,319,346,132,2347,576,940,2029,818,1522,606,46,208,18941,2070,2745,1447,1466,1649,558,9006,0.4259,17477,15376,9668,9567,8587,980,101,5708,"Roosevelt County, New Mexico",0,0,554,112,57,149,12,566,136,89,100,0,0,0,82,66,19,19,19,39,104,57,48,80,65,53,139,122,125,78,321,141,209,299,169,228,143,43,96,293,499,574,394,530,469,256,801,0.0224,940,91,338,351,416,247,68,346
"G3500430","2009-2013",,,,,"New Mexico","35","Sandoval County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sandoval County, New Mexico",133503,133503,96800,3716,16861,1899,129,9893,4205,1283,2922,133503,85611,47892,88010,534,12,0,25,81,114,67,123,486,256,588,981,1493,2095,1229,20483,3350,5678,17083,8394,14893,7292,1452,1301,132755,9068,9744,5720,6024,8566,3454,90179,0.4264,26924,102628,63521,63205,57547,5658,316,39107,"Sandoval County, New Mexico",0,0,1321,848,377,217,51,1046,605,386,527,0,0,0,101,159,20,28,19,56,41,34,43,168,115,133,178,303,248,252,1021,378,517,853,559,879,596,307,239,210,1158,1184,981,790,1202,820,1781,0.0117,762,266,1030,1023,947,545,141,1016
"G3500450","2009-2013",,,,,"New Mexico","35","San Juan County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Juan County, New Mexico",128476,128476,68824,897,47950,444,90,6423,3848,1354,2494,128476,103799,24677,79396,1142,37,35,82,134,567,209,630,887,590,1134,1651,2659,3386,1463,21453,4356,4865,14116,7903,7745,3204,674,474,126779,13370,14981,6494,6231,9611,2560,73532,0.4522,21260,95874,56252,56162,51608,4554,90,39622,"San Juan County, New Mexico",0,0,975,152,532,99,56,804,666,385,539,0,0,0,69,163,40,47,61,92,224,57,185,238,144,238,329,410,394,310,824,496,493,799,591,655,351,151,149,366,1521,1827,1070,1070,1603,511,2686,0.0114,645,260,1017,1011,1043,477,63,1064
"G3500470","2009-2013",,,,,"New Mexico","35","San Miguel County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Miguel County, New Mexico",29093,29093,20399,484,339,133,15,6789,934,488,446,29093,6732,22361,19645,262,0,0,23,13,37,92,31,109,154,540,421,675,440,362,5337,1030,1088,3739,1449,2132,1292,253,166,27623,3986,4132,2122,1869,1900,685,12929,0.4957,17926,23668,11325,11325,10308,1017,0,12343,"San Miguel County, New Mexico",0,0,1033,129,144,76,20,954,395,299,316,0,0,0,123,113,22,22,32,20,40,83,31,64,84,155,155,220,143,145,572,295,268,460,260,355,219,163,110,230,670,835,500,438,442,368,1058,0.0281,1282,160,507,507,517,206,22,546
"G3500490","2009-2013",,,,,"New Mexico","35","Santa Fe County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Fe County, New Mexico",145400,145400,122756,1154,4244,1663,124,11757,3702,1261,2441,145400,71524,73876,104298,718,0,23,0,107,315,368,149,2260,381,1385,2597,1687,2200,1330,18303,3855,4792,16616,5821,21742,12506,3485,3658,142266,10058,14191,7798,5612,8859,4666,91082,0.4910,32298,118906,76868,76679,69113,7566,189,42038,"Santa Fe County, New Mexico",0,0,1428,180,331,135,86,1294,465,277,388,0,0,0,119,152,28,21,28,75,126,149,78,320,116,266,448,262,311,290,929,388,407,887,519,826,668,357,366,486,1065,1523,1056,815,876,803,1852,0.0112,818,214,1045,1041,1087,770,89,1063
"G3500510","2009-2013",,,,,"New Mexico","35","Sierra County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sierra County, New Mexico",11898,11898,10879,64,291,0,0,297,367,39,328,11898,8506,3392,9379,89,4,0,0,74,53,1,0,109,59,235,152,202,430,88,2616,699,707,1446,438,1430,311,147,89,11609,890,1728,808,1223,925,336,5699,0.4328,17752,10287,4187,4187,3761,426,0,6100,"Sierra County, New Mexico",0,0,268,73,175,19,19,229,155,39,152,0,0,0,168,102,9,19,19,58,55,2,19,69,60,146,116,107,159,79,451,266,258,369,170,364,139,91,76,154,262,446,344,587,364,207,727,0.0233,1824,125,552,552,528,180,19,563
"G3500530","2009-2013",,,,,"New Mexico","35","Socorro County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Socorro County, New Mexico",17756,17756,14227,168,2136,76,0,946,203,67,136,17756,9087,8669,10985,84,0,0,13,0,19,34,108,275,145,416,315,385,383,161,3165,421,762,1478,689,1213,597,96,226,17215,1323,2994,1808,1592,1568,535,7395,0.4914,18104,13758,6735,6730,6224,506,5,7023,"Socorro County, New Mexico",0,0,345,29,141,68,19,332,156,57,127,0,0,0,216,56,19,19,21,19,23,34,63,161,85,127,164,128,117,90,366,131,236,326,187,219,136,66,84,168,368,602,461,724,499,276,845,0.0497,1993,337,526,526,508,156,10,641
"G3500550","2009-2013",,,,,"New Mexico","35","Taos County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Taos County, New Mexico",32899,32899,19909,165,1819,239,4,9343,1420,804,616,32899,14450,18449,24077,98,0,5,0,86,146,34,60,168,118,462,283,480,938,136,5457,585,905,4624,2382,4389,1921,383,417,32629,3383,4865,2054,1436,2720,1578,16593,0.4853,21333,27111,16189,16132,13694,2438,57,10922,"Taos County, New Mexico",0,0,957,10,292,32,8,991,374,314,220,0,0,0,56,61,25,8,25,88,106,35,44,85,72,205,131,171,223,70,550,198,231,560,443,548,359,144,228,71,712,1007,636,383,592,475,1193,0.0287,1640,99,610,610,669,439,65,625
"G3500570","2009-2013",,,,,"New Mexico","35","Torrance County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Torrance County, New Mexico",16185,16185,14137,182,387,18,0,961,500,130,370,16185,9777,6408,11031,73,0,0,0,43,122,36,25,250,21,168,328,362,483,217,3098,621,793,1969,795,1027,452,82,66,15170,1715,2620,803,1042,1594,185,7211,0.4762,18675,13046,6270,6270,5281,989,0,6776,"Torrance County, New Mexico",0,0,414,122,148,24,19,345,215,143,150,0,0,0,119,46,19,19,19,39,70,32,22,88,23,89,98,123,136,83,366,152,163,330,190,205,150,57,39,315,445,585,213,342,353,123,683,0.0196,1504,96,347,347,329,178,19,357
